time,rssi,mac,lat,lon
2019-03-29 23:50:09,-81,c4:e9:84:8e:c3:7a,-22.91662294,-43.24060216
2019-03-29 23:50:10,-83,fc:64:3a:c9:03:24,-22.91662294,-43.24060216
2019-03-29 23:50:10,-79,bc:e1:43:4b:0f:ef,-22.91662294,-43.24060216
2019-03-29 23:50:10,-85,26:6d:57:63:e7:9e,-22.91662294,-43.24060216
2019-03-29 23:50:11,-61,30:4b:07:9a:94:14,-22.91661285,-43.24030002
2019-03-29 23:50:11,-81,30:59:b7:87:6a:16,-22.91661285,-43.24030002
2019-03-29 23:50:11,-79,0c:cb:85:92:74:b4,-22.91661285,-43.24030002
2019-03-29 23:50:11,-85,88:e7:12:0a:dc:a6,-22.91661285,-43.24030002
2019-03-29 23:50:12,-85,44:6d:57:63:e7:9e,-22.91661285,-43.24030002
2019-03-29 23:50:12,-81,88:e7:12:0a:dc:a6,-22.91661285,-43.24030002
2019-03-29 23:50:12,-77,b4:f7:a1:a4:f9:13,-22.91661285,-43.24030002
2019-03-29 23:50:13,-67,a8:16:d0:8a:8b:05,-22.91661285,-43.24030002
2019-03-29 23:50:13,-77,48:49:c7:4c:02:a0,-22.91661285,-43.24030002
2019-03-29 23:50:14,-77,48:49:c7:4c:02:a0,-22.91659347,-43.24001649
2019-03-29 23:50:14,-75,a8:16:d0:8a:8b:05,-22.91659347,-43.24001649
2019-03-29 23:50:16,-45,dc:bf:e9:07:e4:de,-22.91659347,-43.24001649
2019-03-29 23:50:16,-79,98:39:8e:8c:49:57,-22.91659347,-43.24001649
2019-03-29 23:50:16,-87,30:4b:07:9a:94:14,-22.91659347,-43.24001649
2019-03-29 23:50:16,-87,38:9a:f6:21:e1:6b,-22.91659347,-43.24001649
2019-03-29 23:50:17,-87,30:4b:07:9a:94:14,-22.91651576,-43.23977127
2019-03-29 23:50:17,-83,98:39:8e:8c:49:57,-22.91651576,-43.23977127
2019-03-29 23:50:17,-83,58:d9:c3:e4:a6:a1,-22.91651576,-43.23977127
2019-03-29 23:50:18,-83,58:d9:c3:e4:a6:a1,-22.91651576,-43.23977127
2019-03-29 23:50:19,-89,fc:64:3a:50:89:1c,-22.91651576,-43.23977127
2019-03-29 23:50:19,-75,b4:f7:a1:a4:f9:13,-22.91651576,-43.23977127
2019-03-29 23:50:20,-67,b4:f7:a1:a4:f9:13,-22.91646965,-43.23955124
2019-03-29 23:50:20,-79,f4:f5:24:8f:b2:fa,-22.91646965,-43.23955124
2019-03-29 23:50:21,-85,f4:f5:24:8f:b2:fa,-22.91646965,-43.23955124
2019-03-29 23:50:21,-87,ac:72:89:0c:1a:c5,-22.91646965,-43.23955124
2019-03-29 23:50:22,-85,ac:72:89:0c:1a:c5,-22.91646965,-43.23955124
2019-03-29 23:50:22,-57,b0:47:bf:c9:c6:ad,-22.91646965,-43.23955124
2019-03-29 23:50:22,-71,b4:f7:a1:a4:f9:13,-22.91646965,-43.23955124
2019-03-29 23:50:23,-73,b4:f7:a1:a4:f9:13,-22.91649664,-43.23940517
2019-03-29 23:50:23,-61,24:da:9b:1d:e7:68,-22.91649664,-43.23940517
2019-03-29 23:50:23,-77,00:02:6f:30:cd:49,-22.91649664,-43.23940517
2019-03-29 23:50:23,-49,b0:47:bf:c9:c6:ad,-22.91649664,-43.23940517
2019-03-29 23:50:24,-65,24:da:9b:1d:e7:68,-22.91649664,-43.23940517
2019-03-29 23:50:25,-87,80:d2:1d:18:4f:31,-22.91649664,-43.23940517
2019-03-29 23:50:25,-81,00:02:6f:30:cd:49,-22.91649664,-43.23940517
2019-03-29 23:50:25,-79,48:49:c7:4c:02:a0,-22.91649664,-43.23940517
2019-03-29 23:50:26,-79,00:02:6f:30:cd:49,-22.91648057,-43.23924283
2019-03-29 23:50:26,-77,f4:f5:24:91:b1:3f,-22.91648057,-43.23924283
2019-03-29 23:50:26,-85,f4:f5:24:77:2b:82,-22.91648057,-43.23924283
2019-03-29 23:50:26,-87,b4:f7:a1:a4:f9:13,-22.91648057,-43.23924283
2019-03-29 23:50:27,-77,0c:cb:85:92:74:b4,-22.91648057,-43.23924283
2019-03-29 23:50:27,-85,f4:f5:24:78:2c:83,-22.91648057,-43.23924283
2019-03-29 23:50:27,-87,00:02:6f:30:cd:49,-22.91648057,-43.23924283
2019-03-29 23:50:28,-73,0c:cb:85:92:74:b4,-22.91648057,-43.23924283
2019-03-29 23:50:28,-63,48:49:c7:1d:61:d0,-22.91648057,-43.23924283
2019-03-29 23:50:29,-81,48:49:c7:1d:61:d0,-22.91647701,-43.23904644
2019-03-29 23:50:30,-85,00:02:6f:30:cd:49,-22.91647701,-43.23904644
2019-03-29 23:50:31,-53,b0:47:bf:c9:c6:ad,-22.91647701,-43.23904644
2019-03-29 23:50:31,-83,b4:f7:a1:a4:f9:13,-22.91647701,-43.23904644
2019-03-29 23:50:32,-51,b0:47:bf:c9:c6:ad,-22.91641904,-43.23880844
2019-03-29 23:50:33,-79,98:39:8e:8c:49:57,-22.91641904,-43.23880844
2019-03-29 23:50:33,-67,a8:16:d0:8a:8b:05,-22.91641904,-43.23880844
2019-03-29 23:50:34,-67,a8:16:d0:8a:8b:05,-22.91641904,-43.23880844
2019-03-29 23:50:34,-89,40:b8:9a:e8:fd:8f,-22.91641904,-43.23880844
2019-03-29 23:50:35,-81,6e:a5:b2:54:d2:c6,-22.91632996,-43.23853586
2019-03-29 23:50:37,-43,dc:bf:e9:97:03:7f,-22.91632996,-43.23853586
2019-03-29 23:50:40,-81,00:16:98:1e:0b:31,-22.91627668,-43.23825282
2019-03-29 23:50:40,-85,5c:af:06:76:7a:e4,-22.91627668,-43.23825282
2019-03-29 23:50:40,-89,d4:63:c6:8d:d3:be,-22.91627668,-43.23825282
2019-03-29 23:50:41,-83,5c:af:06:76:7a:e4,-22.91622984,-43.23799066
2019-03-29 23:50:41,-73,f4:f5:24:8f:b2:fa,-22.91622984,-43.23799066
2019-03-29 23:50:41,-79,00:16:98:1e:0b:31,-22.91622984,-43.23799066
2019-03-29 23:50:43,-77,14:1a:a3:38:4a:31,-22.91622984,-43.23799066
2019-03-29 23:50:43,-73,24:da:9b:1d:e7:68,-22.91622984,-43.23799066
2019-03-29 23:50:44,-75,24:da:9b:1d:e7:68,-22.91622217,-43.23775045
2019-03-29 23:50:45,-85,f0:d7:aa:b9:ff:ea,-22.91622217,-43.23775045
2019-03-29 23:50:45,-81,f0:d7:aa:b5:69:54,-22.91622217,-43.23775045
2019-03-29 23:50:45,-89,f0:d7:aa:29:dd:c8,-22.91622217,-43.23775045
2019-03-29 23:50:45,-85,40:65:a3:73:81:16,-22.91622217,-43.23775045
2019-03-29 23:50:46,-87,14:1a:a3:38:4a:31,-22.91622217,-43.23775045
2019-03-29 23:50:46,-77,f4:f5:24:2b:16:91,-22.91622217,-43.23775045
2019-03-29 23:50:46,-85,f4:f5:24:9f:53:ce,-22.91622217,-43.23775045
2019-03-29 23:50:46,-81,f4:f5:24:82:36:e8,-22.91622217,-43.23775045
2019-03-29 23:50:46,-81,da:a1:19:9c:a9:26,-22.91622217,-43.23775045
2019-03-29 23:50:46,-79,da:a1:19:5e:d9:56,-22.91622217,-43.23775045
2019-03-29 23:50:46,-73,f4:f5:24:2a:de:35,-22.91622217,-43.23775045
2019-03-29 23:50:46,-75,f4:f5:24:e4:98:ef,-22.91622217,-43.23775045
2019-03-29 23:50:46,-79,da:a1:19:05:47:fb,-22.91622217,-43.23775045
2019-03-29 23:50:46,-81,da:a1:19:d1:4c:c9,-22.91622217,-43.23775045
2019-03-29 23:50:46,-79,da:a1:19:b4:c1:3e,-22.91622217,-43.23775045
2019-03-29 23:50:46,-85,f4:f5:24:03:b7:d7,-22.91622217,-43.23775045
2019-03-29 23:50:47,-81,f4:f5:24:f7:ab:26,-22.91616373,-43.23758364
2019-03-29 23:50:47,-81,f4:f5:24:f4:a8:5a,-22.91616373,-43.23758364
2019-03-29 23:50:48,-51,b0:47:bf:c9:c6:ad,-22.91616373,-43.23758364
2019-03-29 23:50:49,-55,b0:47:bf:c9:c6:ad,-22.91616373,-43.23758364
2019-03-29 23:50:50,-79,38:9a:f6:95:62:83,-22.91615976,-43.23749288
2019-03-29 23:50:50,-81,40:65:a3:73:81:16,-22.91615976,-43.23749288
2019-03-29 23:50:50,-85,28:83:35:ad:aa:b1,-22.91615976,-43.23749288
2019-03-29 23:50:51,-83,38:9a:f6:95:62:83,-22.91615976,-43.23749288
2019-03-29 23:50:51,-87,28:83:35:ad:aa:b1,-22.91615976,-43.23749288
2019-03-29 23:50:52,-79,7e:bc:0b:6b:cc:f5,-22.91615976,-43.23749288
2019-03-29 23:50:52,-81,38:9a:f6:95:62:83,-22.91615976,-43.23749288
2019-03-29 23:50:52,-89,d0:77:14:9d:29:a8,-22.91615976,-43.23749288
2019-03-29 23:50:53,-85,f4:ec:38:e8:26:8b,-22.91614794,-43.23737462
2019-03-29 23:50:53,-77,38:9a:f6:95:62:83,-22.91614794,-43.23737462
2019-03-29 23:50:54,-83,38:9a:f6:95:62:83,-22.91614794,-43.23737462
2019-03-29 23:50:54,-77,f6:de:f1:94:45:f9,-22.91614794,-43.23737462
2019-03-29 23:50:55,-75,38:9a:f6:95:62:83,-22.91614794,-43.23737462
2019-03-29 23:50:55,-79,68:c4:4d:cb:00:14,-22.91614794,-43.23737462
2019-03-29 23:50:56,-83,68:c4:4d:cb:00:14,-22.91615352,-43.23729447
2019-03-29 23:50:56,-79,38:9a:f6:95:62:83,-22.91615352,-43.23729447
2019-03-29 23:50:56,-81,98:39:8e:8c:49:57,-22.91615352,-43.23729447
2019-03-29 23:50:56,-83,ac:0d:1b:e4:f4:ef,-22.91615352,-43.23729447
2019-03-29 23:50:57,-75,98:39:8e:00:55:11,-22.91615352,-43.23729447
2019-03-29 23:50:57,-73,38:9a:f6:95:62:83,-22.91615352,-43.23729447
2019-03-29 23:50:57,-87,98:39:8e:8c:49:57,-22.91615352,-43.23729447
2019-03-29 23:50:57,-87,ac:0d:1b:e4:f4:ef,-22.91615352,-43.23729447
2019-03-29 23:50:58,-43,dc:bf:e9:bd:02:fc,-22.91615352,-43.23729447
2019-03-29 23:50:59,-81,0a:70:d0:12:f6:3d,-22.91614004,-43.23718893
2019-03-29 23:50:59,-71,38:9a:f6:95:62:83,-22.91614004,-43.23718893
2019-03-29 23:51:00,-83,0a:70:d0:12:f6:3d,-22.91614004,-43.23718893
2019-03-29 23:51:00,-89,48:49:c7:1d:61:d0,-22.91614004,-43.23718893
2019-03-29 23:51:00,-85,80:58:f8:6b:0c:81,-22.91614004,-43.23718893
2019-03-29 23:51:01,-77,f4:f5:24:8f:b2:fa,-22.91614004,-43.23718893
2019-03-29 23:51:03,-83,88:b4:a6:9d:b0:cb,-22.91612588,-43.23708136
2019-03-29 23:51:03,-79,b8:27:eb:c7:20:cd,-22.91612588,-43.23708136
2019-03-29 23:51:04,-57,38:9a:f6:95:62:83,-22.91612588,-43.23708136
