1553907803,-79,2,ff:ff:ff:ff:ff:ff,28:83:35:c7:89:87,ff:ff:ff:ff:ff:ff,#NET-CLARO-WIFI
1553907803,-59,2,ff:ff:ff:ff:ff:ff,28:83:35:c7:89:87,ff:ff:ff:ff:ff:ff,#NET-CLARO-WIFI
1553907803,-77,2,ff:ff:ff:ff:ff:ff,cc:61:e5:98:ea:9f,ff:ff:ff:ff:ff:ff,
1553907803,-79,2,ff:ff:ff:ff:ff:ff,38:9a:f6:33:57:43,ff:ff:ff:ff:ff:ff,MOVISTAR WIFI
1553907803,-79,2,ff:ff:ff:ff:ff:ff,38:9a:f6:33:57:43,ff:ff:ff:ff:ff:ff,
1553907803,-85,10,ff:ff:ff:ff:ff:ff,28:83:35:c7:89:87,ff:ff:ff:ff:ff:ff,#NET-CLARO-WIFI
1553907803,-65,10,ff:ff:ff:ff:ff:ff,30:cb:f8:11:94:4f,ff:ff:ff:ff:ff:ff,
1553907803,-65,10,ff:ff:ff:ff:ff:ff,30:cb:f8:11:94:4f,ff:ff:ff:ff:ff:ff,
1553907803,-85,10,ff:ff:ff:ff:ff:ff,28:83:35:64:3b:89,ff:ff:ff:ff:ff:ff,
1553907803,-85,10,ff:ff:ff:ff:ff:ff,30:cb:f8:b6:c0:92,ff:ff:ff:ff:ff:ff,apt 204
1553907803,-85,10,ff:ff:ff:ff:ff:ff,30:cb:f8:b6:c0:92,ff:ff:ff:ff:ff:ff,apto 204
1553907803,-85,10,ff:ff:ff:ff:ff:ff,30:cb:f8:b6:c0:92,ff:ff:ff:ff:ff:ff,Apto204
1553907803,-85,10,ff:ff:ff:ff:ff:ff,30:cb:f8:b6:c0:92,ff:ff:ff:ff:ff:ff,
1553907803,-81,10,ff:ff:ff:ff:ff:ff,28:83:35:64:3b:89,ff:ff:ff:ff:ff:ff,
1553907804,-81,2,ff:ff:ff:ff:ff:ff,02:52:ed:6e:65:28,ff:ff:ff:ff:ff:ff,
1553907804,-77,2,ff:ff:ff:ff:ff:ff,02:52:ed:6e:65:28,ff:ff:ff:ff:ff:ff,
1553907804,-51,2,ff:ff:ff:ff:ff:ff,dc:bf:e9:e6:0f:24,ff:ff:ff:ff:ff:ff,
1553907804,-79,2,ff:ff:ff:ff:ff:ff,da:a1:19:ee:5a:50,ff:ff:ff:ff:ff:ff,
1553907804,-73,2,ff:ff:ff:ff:ff:ff,cc:b8:a8:63:c4:1a,ff:ff:ff:ff:ff:ff,
1553907804,-41,10,ff:ff:ff:ff:ff:ff,dc:bf:e9:e6:0f:24,ff:ff:ff:ff:ff:ff,
1553907805,-81,3,ff:ff:ff:ff:ff:ff,1c:af:f7:76:73:5e,ff:ff:ff:ff:ff:ff,1c:AF:F7:76:73:5E
1553907805,-75,3,ff:ff:ff:ff:ff:ff,1e:50:67:1e:1b:14,ff:ff:ff:ff:ff:ff,
1553907805,-77,3,ff:ff:ff:ff:ff:ff,f8:77:b8:1a:1e:34,ff:ff:ff:ff:ff:ff,
1553907805,-79,3,ff:ff:ff:ff:ff:ff,f8:77:b8:1a:1e:34,ff:ff:ff:ff:ff:ff,
1553907805,-89,11,ff:ff:ff:ff:ff:ff,cc:b8:a8:63:c4:1a,ff:ff:ff:ff:ff:ff,Studio Hans
1553907805,-87,11,ff:ff:ff:ff:ff:ff,cc:b8:a8:63:c4:1a,ff:ff:ff:ff:ff:ff,Studio Hans
1553907805,-87,11,ff:ff:ff:ff:ff:ff,cc:b8:a8:63:c4:1a,ff:ff:ff:ff:ff:ff,
1553907806,-79,3,ff:ff:ff:ff:ff:ff,b8:e9:37:70:e8:10,ff:ff:ff:ff:ff:ff,
1553907806,-81,3,ff:ff:ff:ff:ff:ff,b8:e9:37:70:e8:10,ff:ff:ff:ff:ff:ff,Gabriel Boyer
1553907806,-83,3,ff:ff:ff:ff:ff:ff,da:a1:19:de:40:9b,ff:ff:ff:ff:ff:ff,
1553907808,-81,4,ff:ff:ff:ff:ff:ff,0c:cb:85:bf:d9:e6,ff:ff:ff:ff:ff:ff,
1553907808,-85,4,ff:ff:ff:ff:ff:ff,0c:cb:85:bf:d9:e6,ff:ff:ff:ff:ff:ff,
1553907809,-81,4,ff:ff:ff:ff:ff:ff,b8:e9:37:70:e8:10,ff:ff:ff:ff:ff:ff,
1553907809,-85,4,ff:ff:ff:ff:ff:ff,b8:e9:37:70:e8:10,ff:ff:ff:ff:ff:ff,Gabriel Boyer
1553907810,-89,5,ff:ff:ff:ff:ff:ff,8c:f7:10:28:34:1a,ff:ff:ff:ff:ff:ff,Bar Redentor
1553907810,-89,5,ff:ff:ff:ff:ff:ff,8c:f7:10:28:34:1a,ff:ff:ff:ff:ff:ff,
1553907810,-85,5,ff:ff:ff:ff:ff:ff,8c:f7:10:28:34:1a,ff:ff:ff:ff:ff:ff,Bar Redentor
1553907811,-91,5,ff:ff:ff:ff:ff:ff,60:1d:91:8a:c5:0b,ff:ff:ff:ff:ff:ff,
1553907811,-87,5,ff:ff:ff:ff:ff:ff,60:1d:91:8a:c5:0b,ff:ff:ff:ff:ff:ff,
1553907811,-89,5,ff:ff:ff:ff:ff:ff,60:1d:91:8a:c5:0b,ff:ff:ff:ff:ff:ff,
1553907811,-73,1,ff:ff:ff:ff:ff:ff,8c:f7:10:28:34:1a,ff:ff:ff:ff:ff:ff,Bar Redentor
1553907811,-79,1,ff:ff:ff:ff:ff:ff,8c:f7:10:28:34:1a,ff:ff:ff:ff:ff:ff,
1553907811,-87,13,ff:ff:ff:ff:ff:ff,8c:f7:10:28:34:1a,ff:ff:ff:ff:ff:ff,Bar Redentor
1553907812,-75,2,ff:ff:ff:ff:ff:ff,30:cb:f8:b6:c0:92,ff:ff:ff:ff:ff:ff,apt 204
1553907812,-69,2,ff:ff:ff:ff:ff:ff,28:83:35:64:3b:89,ff:ff:ff:ff:ff:ff,
1553907813,-83,6,ff:ff:ff:ff:ff:ff,60:1d:91:a7:46:4e,ff:ff:ff:ff:ff:ff,
1553907813,-83,6,ff:ff:ff:ff:ff:ff,60:1d:91:a7:46:4e,ff:ff:ff:ff:ff:ff,
